institution_id,amount,basis,certainty,note
school:49535021,36647596,realized,observed,FIN 2-01 PO account 672/673; school IČO 49535021
school:49862359,17722957,realized,observed,FIN 2-01 PO account 672/673; school IČO 49862359
school:49862456,70806129,realized,observed,FIN 2-01 PO account 672/673; school IČO 49862456
school:61883182,31145218,realized,observed,FIN 2-01 PO account 672/673; school IČO 61883182
school:46383433,40373644,realized,observed,FIN 2-01 PO account 672/673; school IČO 46383433
school:46383506,71945024,realized,observed,FIN 2-01 PO account 672/673; school IČO 46383506
school:46383514,58419430,realized,observed,FIN 2-01 PO account 672/673; school IČO 46383514
school:46383719,3781709,realized,observed,FIN 2-01 PO account 672/673; school IČO 46383719
school:46390367,64594081,realized,observed,FIN 2-01 PO account 672/673; school IČO 46390367
school:46390375,45829301,realized,observed,FIN 2-01 PO account 672/673; school IČO 46390375
school:46390413,49631365,realized,observed,FIN 2-01 PO account 672/673; school IČO 46390413
school:46390529,39193147,realized,observed,FIN 2-01 PO account 672/673; school IČO 46390529
school:48663611,14767052,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663611
school:48663620,64488241,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663620
school:48664421,13520277,realized,observed,FIN 2-01 PO account 672/673; school IČO 48664421
school:48665916,35168414,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665916
school:48663638,42360437,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663638
school:48663646,30333570,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663646
school:48663654,21812028,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663654
school:48663786,51001346,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663786
school:48663794,40519524,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663794
school:48663808,62292370,realized,observed,FIN 2-01 PO account 672/673; school IČO 48663808
school:48665231,6351967,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665231
school:70875987,49028874,realized,observed,FIN 2-01 PO account 672/673; school IČO 70875987
school:48665819,47474367,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665819
school:48665967,34356649,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665967
school:48665991,38767247,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665991
